edgeID,RD,AC,RL,AL,LL,GL
30122,0,0,0,0,0,0
30123,0,0,0,0,0,0
30125,0,0,0,0,0,0
30128,0,0,0,0,0,0
30129,0,0,0,0,0,0
30132,0,0,0,0,0,0
30150,0,0,0,0,0,0
30152,0,0,0,0,0,0
30153,0,0,0,0,0,0
30154,0,0,0,0,0,0
30158,0,0,0,0,0,0
30161,0,0,0,0,0,0
30166,0,0,0,0,0,0
30175,0,0,0,0,0,0
30182,0,0,0,0,0,0
30194,0,0,0,0,0,0
30195,0,0,0,0,0,0
30211,0,0,0,0,0,0
30213,0,0,0,0,0,1
30218,0,0,0,0,0,0
30220,0,0,0,0,0,0
30221,0,0,0,0,0,0
30222,0,0,0,0,0,0
30228,0,0,0,0,0,0
30262,0,0,0,0,0,0
30291,0,0,0,0,0,0
30302,0,0,0,0,0,0
30388,0,0,0,0,0,0
30389,0,0,0,0,0,0
30390,0,0,0,0,0,0
30395,0,0,0,0,0,0
30401,0,0,0,0,0,0
30402,0,0,0,0,0,0
30409,0,0,0,0,0,0
30421,0,0,0,0,0,0
30444,0,0,0,0,0,0
30452,0,0,0,0,0,0
30453,0,0,0,0,0,0
30459,0,0,0,0,0,0
30474,0,0,0,0,0,0
30480,0,0,0,0,0,0
30483,0,0,0,0,0,0
30484,0,0,0,0,0,0
30486,0,0,0,0,0,0
30488,0,0,0,0,0,0
30490,0,0,0,0,0,0
30503,0,0,0,0,0,0
30519,0,0,0,0,0,0
30520,0,0,0,0,0,0
30521,0,0,0,0,0,0
30522,0,0,0,0,0,0
30523,0,0,0,0,0,0
30525,0,0,0,0,0,0
30529,0,0,0,0,0,0
30539,0,0,0,0,0,0
30540,0,0,0,0,0,0
30541,0,0,0,0,0,0
30543,0,0,0,0,0,0
30547,0,0,0,0,0,0
30548,0,0,0,0,0,0
30558,0,0,0,0,0,0
30559,0,0,0,0,0,0
30560,0,0,0,0,0,0
30566,0,0,0,0,0,0
30577,0,0,0,0,0,0
30585,0,0,0,0,0,0
30599,0,0,0,0,0,0
30600,0,0,0,0,0,0
30621,0,0,0,0,0,0
30622,0,0,0,0,0,0
30623,0,0,0,0,0,0
30624,0,0,0,0,0,0
30634,0,0,0,0,0,0
30636,0,0,0,0,0,0
30637,0,0,0,0,0,0
30638,0,0,0,0,0,0
30643,0,0,0,0,0,0
30644,0,0,0,0,0,0
30645,0,0,0,0,0,0
30651,0,0,0,0,0,0
30657,0,0,0,0,0,0
30663,0,0,0,0,0,0
30664,0,0,0,0,0,0
30681,0,0,0,0,0,0
30736,0,0,0,0,0,0
30747,0,0,0,0,0,0
30748,0,0,0,0,0,0
30762,0,0,0,0,0,0
30763,0,0,0,0,0,0
30764,0,0,0,0,0,0
30765,0,0,0,0,0,0
30766,0,0,0,0,0,0
30767,0,0,0,0,0,0
30808,0,0,0,0,0,0
30822,0,0,1,1,1,0
30829,0,0,0,0,0,0
30830,0,0,0,0,0,0
30831,0,0,0,0,0,0
30832,0,0,0,0,0,0
30839,0,0,0,0,0,0
30840,0,0,0,0,0,0
30841,0,0,0,0,0,0
30842,0,0,0,0,0,0
30844,0,0,0,0,0,0
30850,0,0,0,0,0,0
30854,0,0,0,0,0,0
30855,0,0,0,0,0,0
30856,0,0,0,0,0,0
30865,0,0,0,0,0,0
30869,0,0,0,0,0,0
30870,0,0,0,0,0,0
30874,0,0,0,0,0,0
30877,0,0,0,0,0,0
30878,0,0,0,0,0,0
30884,0,0,0,0,0,0
30885,0,0,0,0,0,0
30893,0,0,0,0,0,0
30899,0,0,0,0,0,0
30913,0,0,0,0,0,0
30914,0,0,0,0,0,0
30915,0,0,0,0,0,0
30925,0,0,0,0,0,0
30926,0,0,0,0,0,0
30940,0,0,0,0,0,0
30945,0,0,0,0,0,0
30961,0,0,0,0,0,0
30966,0,0,0,0,0,0
30975,0,0,0,0,0,0
30982,0,0,0,0,0,0
30983,0,0,0,0,0,0
30984,0,0,0,0,0,0
30985,0,0,0,0,0,0
31009,0,0,0,0,0,0
31010,0,0,0,0,0,0
31026,0,0,0,0,0,0
31031,0,0,0,0,0,0
31043,0,0,0,0,0,0
31046,0,0,0,0,0,0
31047,0,0,0,0,0,0
31050,0,0,0,0,0,0
31051,0,0,0,0,0,0
31053,0,0,0,0,0,0
31054,0,0,0,0,0,0
31055,0,0,0,0,0,0
31057,0,0,0,0,0,0
31069,0,0,0,0,1,0
31075,0,0,0,0,0,0
31076,0,0,0,0,0,0
31088,0,0,0,0,0,0
31101,0,0,0,0,0,0
31144,0,0,0,0,0,0
31145,0,0,0,0,0,0
31146,0,0,0,0,0,0
31162,0,0,0,1,0,0
31163,0,0,0,0,0,0
31165,0,0,0,0,1,0
31168,0,0,0,0,0,0
31169,0,0,0,0,0,0
31171,0,0,0,0,0,0
31172,0,0,0,0,0,0
31180,0,0,0,0,0,0
31181,0,0,0,0,0,0
31190,0,0,0,0,0,0
31204,0,0,0,0,0,0
31205,0,0,0,0,0,0
31206,0,0,0,0,0,0
31207,0,0,0,0,0,0
31212,0,0,0,0,0,0
31214,0,0,0,0,0,0
31215,0,0,0,0,0,0
31216,0,0,0,0,0,0
31229,0,0,0,0,0,0
31230,0,0,0,0,0,0
31231,0,0,0,0,0,0
31232,0,0,0,0,0,0
31235,0,0,0,0,0,0
31236,0,0,0,0,0,0
31243,0,0,0,0,0,0
31244,0,0,0,0,0,0
31253,0,0,0,0,0,0
31273,0,0,0,0,0,0
31276,0,0,0,0,0,0
31292,0,0,0,0,0,0
31293,0,0,0,0,0,0
31306,0,0,0,0,0,0
31307,0,0,0,0,0,0
31308,0,0,0,0,0,0
31316,0,0,0,0,0,0
31331,0,0,0,0,0,0
31332,0,0,0,0,0,0
31335,0,0,0,0,0,0
31341,0,0,0,0,0,0
31344,0,0,0,0,0,0
31353,0,0,0,0,0,0
31354,0,0,0,0,0,0
31360,0,0,0,0,0,0
31361,0,0,0,0,0,0
31369,0,0,0,0,0,0
31370,0,0,0,1,1,0
31371,0,0,0,1,1,0
31374,0,0,0,0,0,0
31376,0,0,0,0,0,0
31378,0,0,0,0,0,0
31380,0,0,0,0,0,0
31381,0,0,0,0,0,0
31382,0,0,0,0,0,0
31385,0,0,0,0,0,0
31386,0,0,0,0,0,0
31387,0,0,0,0,0,0
31403,0,0,0,0,0,0
31405,0,0,0,0,0,0
31406,0,0,0,0,0,0
31407,0,0,0,0,0,0
31412,0,0,0,0,0,0
31416,0,0,0,0,0,0
31417,0,0,0,0,0,0
31418,0,0,0,0,0,0
31420,0,0,0,0,0,0
31428,0,0,0,0,0,0
31429,0,0,0,0,0,0
31430,0,0,0,0,0,0
31434,0,0,0,0,0,0
31435,0,0,0,0,0,0
31436,0,0,0,0,0,0
31438,0,0,0,0,0,0
31439,0,0,0,0,0,0
31440,0,0,0,0,0,0
31441,0,0,0,0,0,0
31443,0,0,0,0,0,0
31447,0,0,0,0,0,0
31448,0,0,0,0,0,0
31474,0,0,0,0,0,0
31477,0,0,0,0,0,0
31479,0,0,0,0,0,0
31480,0,0,0,0,0,0
31481,0,0,0,0,0,0
31488,0,0,0,0,0,0
31490,0,0,0,0,0,0
31496,0,0,0,0,0,0
31497,0,0,0,0,0,0
31498,0,0,0,0,0,0
31499,0,0,0,0,0,0
31500,0,0,0,0,0,0
31504,0,0,0,0,0,0
31505,0,0,0,0,0,0
31509,0,0,0,0,0,0
31544,0,0,0,0,0,0
31546,0,0,0,0,0,0
31547,0,0,0,0,0,0
31549,0,0,0,0,0,0
31568,0,0,0,0,0,0
31572,0,0,0,0,0,0
31573,0,0,0,0,0,0
31575,0,0,0,0,0,0
31576,0,0,0,0,0,0
31577,0,0,0,0,0,0
31579,0,0,0,0,0,0
31580,0,0,0,0,0,0
31583,0,0,0,0,0,0
31585,0,0,0,0,0,0
31594,0,0,0,0,0,0
31599,0,0,0,0,0,0
31607,0,0,0,0,0,0
31608,0,0,0,0,0,0
31609,0,0,0,0,0,0
31610,0,0,0,0,0,0
31612,0,0,0,0,0,0
31613,0,0,0,0,0,0
31615,0,0,0,0,0,0
31617,0,0,0,0,0,0
31620,0,0,0,0,0,0
31621,0,0,0,0,0,0
31626,0,0,0,0,0,0
31641,0,0,0,0,0,0
31642,0,0,0,0,0,0
31643,0,0,0,0,0,0
31644,0,0,0,0,0,0
31645,0,0,0,0,0,0
31646,0,0,0,0,0,0
31658,0,0,0,0,0,0
31661,0,0,0,0,0,0
31663,0,0,0,0,0,0
31665,0,0,0,0,0,0
31675,0,0,0,0,0,0
31692,0,0,0,0,0,0
31696,1,0,0,0,0,0
31698,1,0,0,1,0,0
31709,0,0,0,0,0,0
31729,0,0,0,1,0,0
31732,0,0,0,0,0,0
31734,0,0,0,0,0,0
31742,0,0,0,0,0,0
31743,0,0,0,0,0,0
31744,0,0,0,0,0,0
31745,0,0,0,0,0,0
31746,0,0,0,0,0,0
31747,0,0,0,0,0,0
31751,0,0,0,0,0,0
31752,0,0,0,0,0,0
31753,0,0,0,0,0,0
31754,0,0,0,0,0,0
31756,0,0,0,0,0,0
31757,0,0,0,0,0,0
31758,0,0,0,0,0,0
31759,0,0,0,0,0,0
31760,0,0,0,0,0,0
31762,0,0,0,0,0,0
31763,0,0,0,0,0,0
31765,0,0,0,0,0,0
31784,0,0,0,0,0,0
31787,0,0,0,0,0,0
31796,0,0,0,0,0,0
31804,0,0,0,0,0,0
31805,0,0,0,0,0,0
31806,0,0,0,0,0,0
31807,0,0,0,0,0,0
31808,0,0,0,0,0,0
31825,0,0,0,0,0,0
31826,0,0,0,0,0,0
31827,0,0,0,0,0,0
31831,0,0,0,0,0,0
31834,0,0,0,0,0,0
31835,0,0,0,0,0,0
31836,0,0,0,0,0,0
31838,0,0,0,0,0,0
31843,0,0,0,0,0,0
31844,0,0,0,0,0,0
31848,0,0,0,0,0,0
31850,0,0,0,0,0,0
31852,1,0,0,0,1,0
31855,1,0,0,0,1,0
31856,0,0,0,0,0,0
31861,0,0,0,0,0,0
31864,1,0,0,0,1,0
31904,0,0,0,0,0,0
31905,0,0,0,0,0,0
31906,0,0,0,0,0,0
31916,0,0,0,0,0,0
31917,0,0,0,0,0,0
31918,0,0,0,0,0,0
31937,0,0,0,0,0,0
31944,0,0,0,0,0,0
31945,0,0,0,0,0,0
31946,0,0,0,0,0,0
31950,0,0,0,0,1,0
31955,0,0,0,0,0,0
31961,0,0,0,0,0,0
31971,0,0,0,0,0,0
31972,0,0,0,0,0,0
31973,0,0,0,0,0,0
31974,0,0,0,0,0,0
31983,0,0,0,0,0,0
31993,0,0,0,0,0,0
31994,0,0,0,0,0,0
31995,0,0,0,0,0,0
31999,0,0,0,1,0,0
32010,0,0,0,0,0,0
32012,0,0,0,0,0,0
32013,0,0,0,0,0,0
32021,0,0,0,0,0,0
32022,0,0,0,0,0,0
32024,0,0,0,0,0,0
32031,0,0,0,0,0,0
32033,0,0,0,0,0,0
32034,0,0,0,0,0,0
32036,0,0,0,0,0,0
32051,0,0,0,0,0,0
32054,0,0,0,0,0,0
32063,0,0,0,0,0,0
32064,0,0,0,0,0,0
32065,0,0,0,0,0,0
32080,0,0,0,0,0,0
32082,0,0,0,0,0,0
32089,0,0,0,0,0,0
32091,0,0,0,0,0,0
32092,0,0,0,0,0,0
32099,0,0,0,0,0,0
32100,0,0,0,0,0,0
32101,0,0,0,0,0,0
32108,0,0,0,0,0,0
32111,0,0,0,0,0,0
32113,0,0,0,0,0,0
32116,0,0,0,0,0,0
32117,0,0,0,0,0,0
32118,0,0,0,0,0,0
32119,0,0,0,0,0,0
32120,0,0,0,0,0,0
32121,0,0,0,0,0,0
32122,0,0,0,0,0,0
32123,0,0,0,0,0,0
32124,0,0,0,0,0,0
32133,0,0,0,0,0,0
32134,0,0,0,0,0,0
32138,0,0,0,0,0,0
32146,0,0,0,0,0,0
32148,0,0,0,0,0,0
32149,0,0,0,0,0,0
32163,0,0,0,0,0,0
32164,0,0,0,0,0,0
32165,0,0,0,0,0,0
32175,0,0,0,0,0,0
32176,0,0,0,0,0,0
32177,0,0,0,0,0,0
32179,0,0,0,0,0,0
32189,0,0,0,0,0,0
32208,0,0,0,0,0,0
32209,0,0,0,0,0,0
32210,0,0,0,0,0,0
32214,0,0,0,0,0,0
32216,0,0,0,0,0,0
32225,0,0,0,0,0,0
32233,0,0,0,0,0,0
32234,0,0,0,0,0,0
32249,0,0,0,0,0,0
32250,0,0,0,0,0,0
32256,0,0,0,0,0,0
32295,0,0,0,0,0,0
32336,0,0,0,0,0,0
32338,0,0,0,0,0,0
32370,0,0,0,0,0,0
32372,0,0,0,0,0,0
32376,0,0,0,0,0,0
32377,0,0,0,0,0,0
32380,0,0,0,0,0,0
32388,0,0,0,1,0,0
32393,0,0,0,0,0,0
32400,0,0,0,1,0,0
32401,0,0,0,0,0,0
32402,0,0,0,0,0,0
32428,0,0,0,0,0,0
32429,0,0,0,0,0,0
32443,0,0,0,0,0,0
32444,0,0,0,0,0,0
32445,0,0,0,0,0,0
32452,0,0,0,0,0,0
32453,0,0,0,0,0,0
32457,0,0,0,0,0,0
32458,0,0,0,0,0,0
32459,0,0,0,0,0,0
32464,0,0,0,0,0,0
32465,0,0,0,0,0,0
32467,0,0,0,0,0,0
32468,0,0,0,0,0,0
32471,0,0,0,0,0,0
32473,0,0,0,0,0,0
32474,0,0,0,0,0,0
32478,0,0,0,0,0,0
32481,0,0,0,0,0,0
32483,0,0,0,0,0,0
32485,0,0,0,0,0,0
32493,0,0,0,0,0,0
32502,0,0,0,0,0,0
32507,0,0,0,0,0,0
32508,0,0,0,0,0,0
32522,0,0,0,0,0,0
32523,0,0,0,0,0,0
32544,0,0,0,0,0,0
32577,0,0,0,0,0,0
32578,0,0,0,0,0,0
32579,0,0,0,0,0,0
32580,0,0,0,0,0,0
32585,0,0,0,0,0,0
32694,0,0,0,0,0,0
32697,0,0,0,0,0,0
32698,0,0,0,0,0,0
32699,0,0,0,0,0,0
32711,0,0,0,0,0,0
32712,0,0,0,0,0,0
32726,0,0,0,0,0,0
32727,0,0,0,0,0,0
32728,0,0,0,0,0,0
32729,1,0,0,0,0,0
32730,1,0,0,0,0,0
32731,0,0,0,0,0,0
32738,0,0,0,0,0,0
32739,1,0,0,0,0,0
32740,0,0,0,0,0,0
32741,0,0,0,0,0,0
32742,0,0,0,0,0,0
32744,0,0,0,0,0,0
32746,0,0,0,0,0,0
32747,0,0,0,0,0,0
32762,0,0,0,0,0,0
32763,0,0,0,0,0,0
32765,0,0,0,0,0,0
32768,0,0,0,0,0,0
32781,0,0,0,0,0,0
32794,0,0,0,0,0,0
32796,0,0,0,0,0,0
32848,0,0,0,0,0,0
32855,0,0,0,0,0,0
32860,0,0,0,0,0,0
32862,0,0,0,0,0,0
32863,0,0,0,0,0,0
32865,0,0,0,0,0,0
32876,0,0,0,0,0,0
32878,0,0,0,0,0,0
32886,0,0,0,0,0,0
32888,0,0,0,0,0,0
32889,0,0,0,0,0,0
32895,0,0,0,0,0,0
32924,0,0,0,0,0,0
32938,0,0,0,0,0,0
32951,0,0,0,0,0,0
32955,0,0,0,0,0,0
32956,0,0,0,0,0,0
32957,0,0,0,0,0,0
32958,0,0,0,0,0,0
32962,0,0,0,0,0,0
32963,0,0,0,0,0,0
32969,0,0,0,0,0,0
32971,0,0,0,0,0,0
32982,0,0,0,0,0,0
32986,0,0,0,0,0,0
32994,0,0,0,0,0,0
32996,0,0,0,0,0,0
32997,0,0,0,0,0,0
33000,0,0,0,0,0,0
33003,0,0,0,0,0,0
33011,0,0,0,0,0,0
33012,0,0,0,0,0,0
33019,0,0,0,0,0,0
33021,0,0,0,0,0,0
33022,0,0,0,0,0,0
33023,0,0,0,0,0,0
33024,0,0,0,0,0,0
33032,0,0,0,0,0,0
33043,1,0,0,0,0,0
33048,0,0,0,0,0,0
33049,0,0,0,0,0,0
33055,0,0,0,0,0,0
33056,0,0,0,0,0,0
33057,0,0,0,0,0,0
33063,0,0,0,0,0,0
33064,0,0,0,0,0,0
33065,0,0,0,0,0,0
33067,0,0,0,0,0,0
33068,0,0,0,0,0,0
33069,0,0,0,0,0,0
33070,0,0,0,0,0,0
33071,0,0,0,0,0,0
33074,0,0,0,0,0,0
33075,0,0,0,0,0,0
33076,0,0,0,0,0,0
33077,0,0,0,0,0,0
33078,0,0,0,0,0,0
33080,0,0,0,0,0,0
33081,0,0,0,0,0,0
33085,0,0,0,0,0,0
33086,0,0,0,0,0,0
33087,0,0,0,0,0,0
33088,0,0,0,0,0,0
33090,0,0,0,0,0,0
33091,0,0,0,0,0,0
33092,0,0,0,0,0,0
33095,0,0,0,0,0,0
33097,0,0,0,0,0,0
33099,0,0,0,0,0,0
33104,0,0,0,0,0,0
33109,0,0,0,0,0,0
33111,0,0,0,0,0,0
33118,0,0,0,0,0,0
33135,0,0,0,0,1,0
33136,0,0,0,0,1,0
33137,0,0,0,0,0,0
33143,0,0,0,0,0,0
33146,0,0,0,0,0,0
33151,0,0,0,0,0,0
33161,0,0,0,0,0,0
33171,0,0,0,0,0,0
33172,0,0,0,0,0,0
33174,0,0,0,0,0,0
33177,0,0,0,0,0,0
33178,0,0,0,0,0,0
33179,0,0,0,0,0,0
33181,0,0,0,0,0,0
33182,0,0,0,0,0,0
33193,0,0,0,0,0,0
33194,0,0,0,0,0,0
33207,0,0,0,0,0,0
33213,0,0,0,0,0,0
33214,0,0,0,0,0,0
33217,0,0,0,0,0,0
33218,0,0,0,0,0,0
33220,0,0,0,0,0,0
33221,0,0,0,0,0,0
33225,0,0,0,0,0,0
33226,0,0,0,0,0,0
33228,0,0,0,0,0,0
33229,0,0,0,0,0,0
33230,0,0,0,0,0,0
33231,0,0,0,0,0,0
33232,0,0,0,0,0,0
33233,0,0,0,0,0,0
33234,0,0,0,0,0,0
33235,0,0,0,0,0,0
33237,0,0,0,0,0,0
33240,0,0,0,0,0,0
33244,0,0,0,0,0,0
33288,0,0,0,0,0,0
33293,0,0,0,0,0,0
33296,0,0,0,0,0,0
33303,0,0,0,0,0,0
33318,0,0,0,0,0,0
33325,0,0,0,0,0,0
33326,0,0,0,0,0,0
33327,0,0,0,0,0,0
33328,0,0,0,0,0,0
33329,0,0,0,0,0,0
33330,0,0,0,0,0,0
33331,0,0,0,0,0,0
33335,0,0,0,0,0,0
33336,0,0,0,0,0,0
33338,0,0,0,0,0,0
33341,0,0,0,0,1,0
33342,0,0,0,0,0,0
33343,0,0,0,0,1,0
33344,0,0,0,0,0,0
33346,0,0,0,0,0,0
33347,0,0,0,0,0,0
33353,0,0,0,0,0,0
33356,0,0,0,0,0,0
33358,0,0,0,0,0,0
33359,0,0,0,0,0,0
33360,0,0,0,0,0,0
33362,0,0,0,0,0,0
33363,0,0,0,0,0,0
33367,0,0,0,0,0,0
33368,0,0,0,0,0,0
33369,0,0,0,0,0,0
33373,0,0,0,0,0,0
33376,1,0,0,0,0,0
33377,1,0,0,0,0,0
33378,0,0,0,0,0,0
33381,0,0,0,0,0,0
33384,0,0,0,0,0,0
33386,0,0,0,0,0,0
33387,0,0,0,0,0,0
33388,0,0,0,0,0,0
33389,0,0,0,0,0,0
33401,0,0,0,0,0,0
33403,0,0,0,0,0,0
33420,0,0,0,0,0,0
33421,0,0,0,0,0,0
33422,0,0,0,0,0,0
33424,0,0,0,0,0,0
33425,0,0,0,0,0,0
33434,0,0,0,0,0,0
33435,0,0,0,0,0,0
33443,0,0,0,0,0,0
33456,0,0,0,0,0,0
33470,0,0,0,0,0,0
33472,0,0,0,0,0,0
33475,0,0,0,0,0,0
33476,0,0,0,0,0,0
33479,0,0,0,0,0,1
33482,0,0,0,0,0,0
33492,0,0,0,0,0,0
33495,0,0,0,0,0,0
33496,0,0,0,0,0,0
33497,0,0,0,0,0,0
33506,0,0,0,0,0,0
33507,0,0,0,0,0,0
33528,0,0,0,0,0,0
33531,0,0,0,0,0,0
33563,0,0,0,0,0,0
33566,0,0,0,0,0,0
33578,0,0,0,0,0,0
33583,0,0,0,0,0,0
33612,0,0,0,0,0,0
33613,0,0,0,0,0,0
33614,0,0,0,0,0,0
33615,0,0,0,0,0,0
33616,0,0,0,0,0,0
33654,0,0,0,0,0,0
33656,0,0,0,0,0,0
33666,0,0,0,0,0,0
33668,0,0,0,0,0,0
33671,0,0,0,0,0,0
33699,0,0,0,0,0,0
33700,0,0,0,0,0,0
33701,0,0,0,0,0,0
33704,0,0,0,0,0,0
33721,0,0,0,0,0,0
33748,0,0,0,0,0,0
33749,0,0,0,0,0,0
33756,0,0,0,0,0,0
33768,0,0,0,0,0,0
33770,0,0,0,0,0,0
33771,0,0,0,0,0,0
33779,0,0,0,0,0,0
33782,0,0,0,0,0,0
33784,0,0,0,0,0,0
33788,0,0,0,0,0,0
33789,0,0,0,0,0,0
33790,0,0,0,0,0,0
33795,0,0,0,0,0,0
33796,0,0,0,0,0,0
33797,0,0,0,0,0,0
33798,0,0,0,0,0,0
33802,0,0,0,0,0,0
33803,0,0,0,0,0,0
33805,0,0,0,0,0,0
33808,0,0,0,0,0,0
33813,0,0,0,0,0,0
33815,0,0,0,0,0,0
33847,0,0,0,0,0,0
33849,0,0,0,0,0,0
33850,0,0,0,0,0,0
33851,0,0,0,0,0,0
33852,0,0,0,0,0,0
33860,0,0,0,0,0,0
33893,0,0,0,0,0,0
33894,0,0,0,0,0,0
33895,0,0,0,0,0,0
33903,0,0,0,0,0,0
33904,0,0,0,0,0,0
33905,0,0,0,0,0,0
33920,0,0,0,0,0,0
33928,0,0,0,0,0,0
33929,0,0,0,0,0,0
33930,0,0,0,0,0,0
33936,0,0,0,0,0,0
33944,0,0,0,0,0,0
33945,0,0,0,0,0,0
33947,0,0,0,0,0,0
33975,0,0,0,0,0,0
33995,0,0,0,0,0,0
33996,0,0,0,0,0,0
33997,0,0,0,0,0,0
33999,0,0,0,0,0,0
34002,0,0,0,0,0,0
34003,0,0,0,0,0,0
34004,0,0,0,0,0,0
34020,0,0,0,0,0,0
34021,0,0,0,0,0,0
34022,0,0,0,0,0,0
34023,0,0,0,0,0,0
34025,0,0,0,0,0,0
34028,0,0,0,0,0,0
34029,0,0,0,0,0,0
34032,0,0,0,0,0,0
34033,0,0,0,0,0,0
34035,0,0,0,0,0,0
34036,0,0,0,0,0,0
34046,0,0,0,0,0,0
34048,0,0,0,0,0,0
34052,0,0,0,0,0,0
34055,0,0,0,0,0,0
34056,0,0,0,0,0,0
34057,0,0,0,0,0,0
34058,0,0,0,0,0,0
34060,0,0,0,0,0,0
34080,0,0,0,1,0,0
34081,0,0,0,1,0,0
34082,0,0,0,0,0,0
34084,0,0,0,0,0,0
34085,0,0,0,0,0,0
34087,0,0,0,0,0,0
34089,0,0,0,0,0,0
34098,0,0,0,0,0,0
34112,0,0,0,0,0,0
34113,0,0,0,0,0,0
34126,0,0,0,0,0,0
34127,0,0,0,0,0,0
34129,0,0,0,0,0,0
34130,0,0,0,0,0,0
34131,0,0,0,0,0,0
34138,0,0,0,0,0,0
34139,0,0,0,0,0,0
34185,0,0,0,0,0,0
34187,0,0,0,0,0,0
34206,0,0,0,0,0,0
34207,0,0,0,0,0,0
34208,0,0,0,0,0,0
34230,0,0,0,0,0,0
34233,0,0,0,0,0,0
34236,0,0,0,0,0,0
34237,0,0,0,0,0,0
34242,0,0,0,0,0,0
34243,0,0,0,0,0,0
34247,0,0,0,0,0,0
34248,0,0,0,0,0,0
34250,0,0,0,0,0,0
34252,0,0,0,0,0,0
34253,0,0,0,0,0,0
34254,0,0,0,0,0,0
34256,0,0,0,0,0,0
34257,0,0,0,0,0,0
34258,0,0,0,0,0,0
34260,0,0,0,0,0,0
34261,0,0,0,0,0,0
34267,0,0,0,0,0,0
34269,0,0,0,0,0,0
34270,0,0,0,0,0,0
34274,0,0,0,0,0,0
34275,0,0,0,0,0,0
34276,0,0,0,0,0,0
34278,0,0,0,0,0,0
34286,0,0,0,0,0,0
34289,0,0,0,0,0,0
34290,0,0,0,0,0,0
34291,0,0,0,0,0,0
34292,0,0,0,0,0,0
34297,1,0,0,1,0,0
34298,0,0,0,0,0,0
34299,1,0,0,1,0,0
34302,0,0,0,0,0,0
34303,0,0,0,0,0,0
34325,0,0,0,0,0,0
34343,0,0,0,0,0,0
34344,0,0,0,0,0,0
34345,0,0,0,0,0,0
34346,0,0,0,0,0,0
34347,0,0,0,0,0,0
34350,0,0,0,0,0,0
34351,0,0,0,0,0,0
34356,0,0,0,0,0,0
34361,0,0,0,0,0,0
34367,0,0,0,0,0,0
34368,0,0,0,0,0,0
34369,0,0,0,0,0,0
34370,0,0,0,0,0,0
34372,0,0,0,0,0,0
34374,0,0,0,0,0,0
34395,0,0,0,0,0,0
34423,0,0,0,0,0,0
34425,0,0,0,0,0,0
34452,0,0,0,0,0,0
34453,0,0,0,0,0,0
34454,0,0,0,0,0,0
34456,0,0,0,0,0,0
34458,0,0,0,0,0,0
34459,0,0,0,0,0,0
34463,0,0,0,0,0,0
34464,0,0,0,0,0,0
34465,0,0,0,0,0,0
34466,0,0,0,0,0,0
34469,0,0,0,0,0,0
34470,0,0,0,0,0,0
34481,0,0,0,0,0,0
34492,0,0,0,0,0,0
34493,0,0,0,0,0,0
34500,0,0,0,0,0,0
34520,0,0,0,0,0,0
34563,0,0,0,0,0,0
34564,0,0,0,0,0,0
34568,0,0,0,0,0,0
34574,0,0,0,0,0,0
34575,0,0,0,0,0,0
34576,0,0,0,0,0,0
34587,0,0,0,0,0,0
34593,0,0,0,1,0,0
34596,0,0,0,0,0,1
34597,0,0,0,0,0,1
34598,0,0,0,0,0,0
34599,0,0,0,0,0,0
34600,0,0,0,0,0,0
34601,0,0,0,0,0,0
34603,0,0,0,0,0,0
34613,0,0,0,0,0,0
34614,0,0,0,0,0,0
34615,0,0,0,0,0,0
34617,0,0,0,0,0,0
34618,0,0,0,0,0,0
34623,0,0,0,0,0,0
34624,0,0,0,0,0,0
34627,0,0,0,0,0,0
34629,0,0,0,0,0,0
34630,0,0,0,0,0,0
34634,0,0,0,0,0,0
34640,0,0,0,1,0,0
34641,1,0,0,0,0,0
34646,0,0,0,0,0,1
34652,0,0,0,0,0,0
34654,0,0,0,0,0,0
34655,0,0,0,0,0,0
34656,0,0,0,0,0,0
34666,0,0,0,0,0,0
34667,0,0,0,0,0,0
34668,0,0,0,0,0,0
34675,0,0,0,0,0,0
34682,0,0,0,0,0,0
34683,0,0,0,0,0,0
34718,0,0,0,0,0,0
34720,0,0,0,0,0,0
34725,0,0,0,0,0,0
34726,0,0,0,0,0,0
34730,0,0,0,0,0,0
34732,0,0,0,0,0,0
34736,0,0,0,0,0,0
34737,0,0,0,0,0,0
34739,0,0,0,0,0,0
34771,0,0,0,0,0,0
34772,0,0,1,1,1,0
34773,0,0,1,1,1,0
34784,0,0,0,0,0,0
34786,0,0,0,0,0,0
34788,0,0,0,0,0,0
34789,0,0,0,0,0,0
34794,0,0,0,0,0,0
34795,0,0,0,0,0,0
34813,0,0,0,0,0,0
34814,0,0,0,0,0,0
34827,0,0,0,0,0,0
34828,0,0,0,0,0,0
34836,0,0,0,0,0,0
34839,0,0,0,0,0,0
34840,0,0,0,0,0,0
34846,0,0,0,0,0,0
34851,0,0,0,0,0,0
34856,0,0,1,1,1,0
34879,0,0,0,0,0,0
34880,0,0,0,0,0,0
34884,0,0,0,0,0,0
34898,0,0,0,0,0,0
34903,0,0,0,0,0,0
34905,0,0,0,0,0,0
34944,0,0,0,0,0,0
34945,0,0,0,0,0,0
34946,0,0,0,0,0,0
34947,0,0,0,0,0,0
34949,0,0,0,0,0,0
34950,0,0,0,0,0,0
34951,0,0,0,0,0,0
34954,0,0,0,0,0,0
34979,0,0,0,0,0,0
34983,0,0,0,0,0,0
34990,0,0,0,0,0,0
34993,0,0,1,1,1,0
34996,0,0,0,0,0,0
